MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nIt's strange... Although we haven't fought\ntogether long, I feel we understand each other.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x08\x06クロム\nI'm sure they'll tell you as much when you see\nthem. In the meantime, I'll keep you company.\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nI admire your composure, Ivy. I think I'll learn\na lot from teaming up with you.\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x0A\x08アイビー\nThank you, Chrom. I'm happy to say that my\nfirst impression of you was entirely inaccurate.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08アイビー\nFor the sake of my late father, I am determined\nto remain strong for Elusia.\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x08\x06クロム\nYou lost him recently, didn't you? I know that\nfeeling. Don't rush your grief, Ivy. It takes time.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08アイビー\nSince you so kindly watch over me, Chrom, I've\na confession to make. I am terrified of ghosts.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x08\x06クロム\nGhosts? I don't know what I expected to hear,\nbut it wasn't that.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nIndeed. So, in the unlikely event that we come\nupon a restless spirit during battle...\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x08\x06クロム\nDon't worry, Ivy. Anything that threatens you\nwill have to answer to me.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nKindly do not disturb my concentration, Chrom.\nI have *pursuits* I must attend to.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x08\x06クロム\nThat's fine by me. I'll focus on my training\nin the meantime.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nTell me more of this *Shepherds* organization\nyou once led. I find the subject fascinating.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x08\x06クロム\nIt's a long story, but I'd be happy to tell it\nif you have the time.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nIf I may ask... How did you retain your positive\nattitude after enduring such a *horrific* war?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x08\x06クロム\nIt was a dream of peace that saw me through it.\nThe same dream I now have for Elyos.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0A\x08ゼルコバ\nA dream, you say? What a *curious* notion.\nPerhaps a good dream is exactly what I need.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x08\x06クロム\nIf it is, then I'll be here to help you find it in any\nway I can.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06カゲツ\nChrom! You have mastered both swordplay and\ncourtly graces. No wonder our bond is strong!\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x08\x06クロム\nI'm not sure when our bond became strong,\nexactly, but I'll take the compliment. Thank you.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06カゲツ\nTell me more of your group of sheepherders.\nWere there any to match my skill in swordplay?\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x08\x06クロム\nThere was one fellow, yes. A good man, if a bit\nrough around the edges. You'd have liked him.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06カゲツ\nYour sword is spectacular to behold, Chrom.\nWhat do you call this mighty weapon?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x08\x06クロム\nIts name is Falchion. This blade has been my\ncompanion through countless battles.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カゲツ\nAh, so your bond is strong! Come then, show\nme what you and Falchion can do together.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x08\x06クロム\nI was just thinking I could use a little action.\nAll right, Kagetsu, you asked for it!\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nWhat's that mark on your shoulder all about,\nChrom? Is it a trend where you're from?\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x08\x06クロム\nThe Brand of the Exalt is a sign of my blood.\nI'm guessing the mark on your cheek is similar.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nOh, you were wondering about my cheek. It's\nnot a Brand or anything. I just think it's cute.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x08\x06クロム\nIs that so? It does look nice. I wonder what\nsorts of symbols my friends would want...\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nYou look scary, but you're actually really nice.\nI bet you were popular back in your own world.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x08\x06クロム\nWith those powers of observation, I'm sure\nyou'd have made a great fit for the Shepherds.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nYeah, you seem like the type who's happily\nmarried and has a kid. Maybe two?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x08\x06クロム\nWhoa, that's not just observation. All right,\ncome clean. Who told you all that?\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08ロサード\nYou're obviously strong, Chrom, but that touch\nof royal refinement is what makes you so cute.\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x08\x06クロム\nYou think I'm cute? That's not a compliment\nI'm used to getting.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08ロサード\nI'm trying to brush up on my studies, but it's\nnot going great. Can you help me out, Chrom?\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x08\x06クロム\nI was never a match for my sister in academics,\nbut I know a thing or two. Let me have a look.\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08ロサード\nYour sword is beautiful. Somehow looking at it\nmakes me feel like anything is possible.\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x08\x06クロム\nIt does, doesn't it? Falchion's a legendary blade,\nsaid to have been wielded by the Hero-King.\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x08\x06クロム\nThat sense of hope is what carried me through\nmy war. Now it gets to help you through yours.\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x0A\x08ロサード\nThat might be the most adorable and inspiring\nthing I've heard you say yet, Chrom. I love it!\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nI noticed you watching me in the last battle. I'm\nsorry if my incredible skill is distracting to you.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x08\x06クロム\nIt wasn't distracting. I was just thinking that we\ncould have used those skills in the Shepherds.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nI grew up around the most glorious hot springs\nin Elusia. Are there hot springs in your world?\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x08\x06クロム\nThere are. Monsters called the Risen actually\nattacked us in the middle of one, once.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nAs close to perfection as I already am, I think\nit's important to strive continually to improve.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x08\x06クロム\nThat's a great attitude to have, Goldmary.\nWould you like to train with me and Robin?\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x08\x06クロム\nWe may be a bit strict, but stick with us and\nyou'll be crashing through walls in no time.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x0E\x0Cゴルドマリー\nCrashing through walls?! It might be challenging\nto find an elegant way to do that, but all right.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0C\nミスティラ\nI heard you led a militia, just like me! Look at us,\ntwo peas in a pod! I think this calls for a song.\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x08\x06クロム\nA song? Um...thank you. When you're finished\nsinging, tell me about this militia of yours.\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0C\nミスティラ\nYour Shepherds fought the Risen, my Sentinels\nfight the Corrupted... Same difference!\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x08\x06クロム\nYes, but being able to station squads all over\nSolm suggests a greater wealth of personnel.\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0C\nミスティラ\nFighting with the Sentinels taught me I needed\nto be strong to protect my people as queen.\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x08\x06クロム\nI know that feeling. I led the Shepherds, but I\nalso had responsibilities as future exalt.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x08\x06クロム\nWith my friends, I fought to the end. Now I want\nto be someone else's strength. So lean on me.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x0C\nミスティラ\nIt's great having someone here who knows how\nI feel. All right, I'm gonna turn this into a song!\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06メリン\nThank you both for the help. I would love to\nhear stories of the animals of your world.\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x08\x06クロム\nWell, we have pegasi and horses like you do.\nOh, what about taguel? They turn into rabbits...\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06メリン\nSo these "taguel" you spoke of have rabbit\nears? Fascinating!\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x08\x06クロム\nThere were also dragons called manaketes. And\nthe Risen, of course, but they're not exactly...\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06メリン\nI have two older brothers, and both are knights.\nI was inspired to become a knight as well.\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x08\x06メリン\nI understand you have an older sister. Did you\nwant to be like her?\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x08\x06クロム\nNot exactly, but I did want to keep fighting to\ncarry on her kindness and wishes. I still do.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06クロム\nHer wish was for peace... I'll do all I can to\nmake it happen, even in this world...\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08パネトネ\nWhy, no doubt you are expected to speak in a\nmost graceful manner, as is all royalty.\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x08\x06クロム\nUh, are you sure? My sister never spoke in\nthat way.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08パネトネ\nIn striving to live an exemplary life, I would like\nto inquire about the gentlewomen of your land.\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x08\x06クロム\nMy sisters should count, although my little\nsister was rather informal for a lady.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08パネトネ\nI hold a position among the Sentinels while\nalso being one of the boss's retainers.\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x0A\x08パネトネ\nI yearn to get stronger to protect her as well as\nmy people. Thus, I beseech you to train me.\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x08\x06クロム\nYou remind me of myself. I also wanted to gain\nstrength to protect others.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x08\x06クロム\nI've fought with that as a goal etched into my\nheart. I'll do everything I can to assist you.\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0C\nフォガート\nSo you run a militia too? That's awesome!\nWe've gotta become buddies!\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x08\x06クロム\nHah! You're an even more approachable prince\nthan me. But I prefer it that way.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nThe stories of your Sentinels have me missing\nmy friends from my world.\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x0C\nフォガート\nThe Shepherds, right? Man, wouldn't it be\ngreat if we could all party together someday?\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0C\nフォガート\nLooks like our partnership is getting stronger!\nI've been training a lot to help out Timerra.\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x08\x06クロム\nYou really are like me... You've put in a lot of\neffort to help your sister ascend the throne.\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x08\x06クロム\nMy sister was hurt and lost her position as ruler.\nI won't let you go through what I did.\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x0C\nフォガート\nSounds like you've faced some rough trials. It's\namazing that you still care so much for others.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08パンドロ\nLord Chrom! To be both an Emblem and an\nexalt... How divine! Can I offer a prayer to you?\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x08\x06クロム\nHey, there's no need for that. Praying to me\nwouldn't really do much.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nMy little sister is a cleric too, and she's just as\nlively as you. I think you'd be good friends.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x0A\x08パンドロ\nShe's related to you, so I'm sure she's great.\nI'd throw her a big bash if she were here!\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08パンドロ\nThere's a Divine Dragon in your world too? Are\nthey like our Divine Dragon?\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x08\x06クロム\nNot really. More of an object of faith, often with\nno physical form.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x08\x06クロム\nIt sounds like the only thing linking the Divine\nDragons across worlds and times is the name.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x0A\x08パンドロ\nYeah... Makes me wonder if the Fell Dragon is\ndifferent too. We have a lot of tales to compare!\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x06\x04ボネ\nHmm, that striking blue color... You seem more\nlike a dessert than a main course.\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x08\x06クロム\nIs that...a compliment? If so, should I tell you\nRobin's hue as well, just for reference?\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x06\x04ボネ\nI must know if the Emblem Bracelet tastes\ndifferent from the rings. May I give it a lick?\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x08\x06クロム\nWhat? No! Robin's still in there, you know!\nHonestly, I've never known anyone like you.\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x06\x04ボネ\nI dream of one day restoring my parents' bistro.\nBut I'll need to improve my skills to do it.\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x08\x06クロム\nAh, so you're a chef. That explains why you'd\nbe so concerned about presentation and flavors.\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x06\x04ボネ\nIf I'm to make a dish inspired by your bond with\nRobin, I really must taste your bracelet. Please?\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x08\x06クロム\nHow about we focus on doing well in battle?\nThen we can restore peace and the bistro.\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06アンナ\nAh, welcome! I'm still setting up shop. You must\nbe eager, lining up outside before opening time!\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x08\x06クロム\nAre you...Anna? No, you couldn't be. I'm\nimagining things.\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06アンナ\nI heard you've a knack for breaking things. No\nshopping until anti-Chrom measures are ready!\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x08\x06クロム\nDon't worry, I won't break anything just by\nbrowsing. Probably...\x0E\x04\x00\x00
MID_GR_Anna_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06アンナ\nHey, you have sisters, right, Chrom? Don't you\nmiss being able to see them?\x0E\x04\x00\x00
MID_GR_Anna_A_#002	\x0E\x03\x02\x08\x06クロム\nI often wonder what they might be up to, but if\nI finish my duty, I'm sure I'll see them soon.\x0E\x04\x00\x00
MID_GR_Anna_A_#003	\x0E\x03\x02\x08\x06アンナ\nThat's a nice thought. Sometimes I wonder how\neveryone's doing and if they worry about me.\x0E\x04\x00\x00
MID_GR_Anna_A_#004	\x0E\x03\x02\x08\x06クロム\nBeing far from your siblings can be hard. If you\nget lonely, Robin and I are here for you.\x0E\x04\x00\x00
MID_GR_Jean_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nI know you're a child, but you really are tiny.\nAnd delicate, like my little sister.\x0E\x04\x00\x00
MID_GR_Jean_C_#002	\x0E\x03\x02\x08\x06ジャン\nDon't call me tiny! I'm a growing lad! I'll be\ncatching up to you in no time, got it?\x0E\x04\x00\x00
MID_GR_Jean_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nYour medical talents are amazing, Jean.\nI'm sure Robin will be impressed too.\x0E\x04\x00\x00
MID_GR_Jean_B_#002	\x0E\x03\x02\x08\x06ジャン\nI would love to consult with your tactician.\nHe could teach me about battlefield medicine.\x0E\x04\x00\x00
MID_GR_Jean_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nOne of my companions could concoct simple\nmedicines, but your technique is remarkable.\x0E\x04\x00\x00
MID_GR_Jean_A_#002	\x0E\x03\x02\x08\x06ジャン\nWow, really? Medicine from another world...\nI'm curious. What kind of herbs did they use?\x0E\x04\x00\x00
MID_GR_Jean_A_#003	\x0E\x03\x02\x08\x06クロム\nHe made stomach treatments a lot. The herbs\nhe used were green and bristly...\x0E\x04\x00\x00
MID_GR_Jean_A_#004	\x0E\x03\x02\x08\x06ジャン\nThere are lots of bristly green herbs. Let's go\nsearch for them! No breaks until we find some!\x0E\x04\x00\x00
MID_GR_Yunaka_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06ユナカ\nThanks for saving my bacon back there, Chrom.\nI was just about completely surrounded!\x0E\x04\x00\x00
MID_GR_Yunaka_C_#002	\x0E\x03\x02\x08\x06クロム\nDon't mention it. How'd you even end up in\nthat position, though? What were you up to?\x0E\x04\x00\x00
MID_GR_Yunaka_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nYou've got an incredible collection of rare\nweapons. What are you doing with all of those?\x0E\x04\x00\x00
MID_GR_Yunaka_B_#002	\x0E\x03\x02\x08\x06ユナカ\nOh, nothing really. I'm just an admirer of sharp\nobjects. Hey, could I get a look at your sword?\x0E\x04\x00\x00
MID_GR_Yunaka_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ユナカ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nYou're no ordinary soldier, Yunaka. I've noticed\nthat for a while now. Who are you, exactly?\x0E\x04\x00\x00
MID_GR_Yunaka_A_#002	\x0E\x03\x02\x08\x06ユナカ\nMe? Nobody special. Just a girl who likes pointy\nthings and does impressions for a chuckle.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#003	\x0E\x03\x02\x08\x06クロム\nAll right. I don't mean to pry. But if you ever\nwant to get something off your chest, I'm here.\x0E\x04\x00\x00
MID_GR_Yunaka_A_#004	\x0E\x03\x02\x08\x06ユナカ\nOh, I'm fine. I do appreciate that though, Chrom.\nThank you.\x0E\x04\x00\x00
MID_GR_Seadas_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nYou're a dancer? I had a shy friend who would\nlove to know the secret to your success.\x0E\x04\x00\x00
MID_GR_Seadas_C_#002	\x0E\x03\x02\x0A\x08セアダス\nTell that person that anyone can become who\nthey want to be. The cards have spoken.\x0E\x04\x00\x00
MID_GR_Seadas_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08セアダス\nThe stars this day bring luck for learning. Could\nyou teach me the fortune-telling of your world?\x0E\x04\x00\x00
MID_GR_Seadas_B_#002	\x0E\x03\x02\x08\x06クロム\nI know of flower fortune-telling and a...\ncompatibility test a strange old man offered.\x0E\x04\x00\x00
MID_GR_Seadas_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セアダス\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nYour dancing has an alluring quality to it. You\nmust have trained hard to achieve such skill.\x0E\x04\x00\x00
