MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nQué extraño... Apenas hemos luchado juntos\ny, aun así, siento que nos entendemos bien.\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06クロム\nYa eres capaz de derrotar a un oso, pero\npuedo instruirte como hacía con los Custodios.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nLos medios financieros de los que dispones\ndarían para arreglar los muros que he destruido.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x0C\nシトリニカ\nSi te preocupa destruir paredes, puedo encargar\nque construyan alguna de diamante.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nLlegas justo a tiempo: iba a entrenar, pero\nes más eficaz en pareja. ¿Me acompañas?\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x0C\nシトリニカ\n¡Será un honor! De hecho, me vendrá bien\npulir mis habilidades.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0C\nシトリニカ\nMis hermanos mayores son sobreprotectores.\nTú tenías una hermana pequeña. ¿Cómo era?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x08\x06クロム\nPues muy traviesa. Siempre estaba correteando\npor ahí. Nada que ver con tu carácter sosegado.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\nSe te ve en la mirada el cariño que le profesas.\nQuién sabe si mis hermanos piensan en mí...\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x08\x06クロム\nSin duda. Lo corroborarán cuando los veas.\nHasta entonces, yo te haré compañía.\x0E\x04\x00\x00
MID_GR_Ivy_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nAdmiro tu serenidad, Ivy.\nVoy a aprender muchas cosas a tu lado.\x0E\x04\x00\x00
MID_GR_Ivy_C_#002	\x0E\x03\x02\x0A\x08アイビー\nGracias, Chrom. Reconozco con gusto que\nme llevé una primera impresión errónea de ti.\x0E\x04\x00\x00
MID_GR_Ivy_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08アイビー\nPor mi difunto padre y por Elusia,\ndebo ser fuerte.\x0E\x04\x00\x00
MID_GR_Ivy_B_#002	\x0E\x03\x02\x08\x06クロム\nLo perdiste hace poco, ¿verdad, Ivy? Sé lo que\nse siente. No te agobies; superarlo lleva tiempo.\x0E\x04\x00\x00
MID_GR_Ivy_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08アイビー\nComo puedo confiar en ti, Chrom, quiero\nconfesarte algo: me aterran los fantasmas.\x0E\x04\x00\x00
MID_GR_Ivy_A_#002	\x0E\x03\x02\x08\x06クロム\n¿Los fantasmas? Eso sí que no me lo esperaba.\x0E\x04\x00\x00
MID_GR_Ivy_A_#003	\x0E\x03\x02\x0A\x08アイビー\nYa. Bueno, en el improbable caso de que\naparezca algún espectro en combate...\x0E\x04\x00\x00
MID_GR_Ivy_A_#004	\x0E\x03\x02\x08\x06クロム\nDescuida, Ivy. Cualquier amenaza que\nse te presente tendrá que vérselas conmigo.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nTe agradecería que no me distrajeras, Chrom.\nTengo *ocupaciones* que atender.\x0E\x04\x00\x00
MID_GR_Zelkova_C_#002	\x0E\x03\x02\x08\x06クロム\nNo hay problema. Aprovecharé\npara centrarme en mi entrenamiento.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nHáblame de aquellos *Custodios* que tenías\na tu cargo. Me intriga la cuestión.\x0E\x04\x00\x00
MID_GR_Zelkova_B_#002	\x0E\x03\x02\x08\x06クロム\nEs una larga historia, pero te la cuento\ncon gusto si tienes tiempo.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nSi me permites la pregunta, ¿cómo conservaste\nel optimismo tras vivir una guerra tan *terrible*?\x0E\x04\x00\x00
MID_GR_Zelkova_A_#002	\x0E\x03\x02\x08\x06クロム\nEl sueño de alcanzar la paz me dio fuerzas.\nLo mismo ansío para Elyos.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#003	\x0E\x03\x02\x0A\x08ゼルコバ\nConque un sueño... Qué concepto tan *curioso*.\nQuizá sea eso justo lo que yo necesito.\x0E\x04\x00\x00
MID_GR_Zelkova_A_#004	\x0E\x03\x02\x08\x06クロム\nEn tal caso, haré todo lo posible\npara ayudarte a encontrar el tuyo.\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06カゲツ\nChrom, posees un dominio de la espada y unos\nmodales impecables. ¡Con razón fraternizamos!\x0E\x04\x00\x00
MID_GR_Kagetsu_C_#002	\x0E\x03\x02\x08\x06クロム\nNo sé si "fraternizar" es la palabra,\npero te agradezco el cumplido.\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06カゲツ\nHáblame sobre los Cuscurros aquellos con los\nque ibas. ¿Tenían algún espadachín a mi altura?\x0E\x04\x00\x00
MID_GR_Kagetsu_B_#002	\x0E\x03\x02\x08\x06クロム\nHabía uno, sí. Era un buen tipo,\nsi bien algo tosco. Te habría agradado.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06カゲツ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06カゲツ\nTu espada es espectacular, Chrom.\n¿Cómo se llama?\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#002	\x0E\x03\x02\x08\x06クロム\nFalchion. Hemos librado innumerables batallas\njuntos.\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#003	\x0E\x03\x02\x08\x06カゲツ\nO sea, que estarán muy unidos. De acuerdo,\n¡muéstrame qué sabes hacer con la Falchion!\x0E\x04\x00\x00
MID_GR_Kagetsu_A_#004	\x0E\x03\x02\x08\x06クロム\nAhora que lo dices, me vendrá bien\nun poco de acción. ¡Tú lo has querido, Kagetsu!\x0E\x04\x00\x00
MID_GR_Hortensia_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\n¿Qué es ese garabato que llevas en el hombro,\nChrom? ¿Está de moda en tu mundo?\x0E\x04\x00\x00
MID_GR_Hortensia_C_#002	\x0E\x03\x02\x08\x06クロム\nEs la Marca del Venerable, propia de mi linaje.\nImagino que lo de tu mejilla es algo parecido.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nLo de mi mejilla no es ninguna marca,\npor cierto; solo lo llevo porque me gusta.\x0E\x04\x00\x00
MID_GR_Hortensia_B_#002	\x0E\x03\x02\x08\x06クロム\nAh, ¿sí? Te queda bien. A saber qué símbolos\nescogerían mis amigos...\x0E\x04\x00\x00
MID_GR_Hortensia_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nDe entrada impones, pero luego eres buena\ngente. Seguro que en tu mundo te apreciaban.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#002	\x0E\x03\x02\x08\x06クロム\nCon esa capacidad de observación, habrías\nencajado perfectamente en los Custodios.\x0E\x04\x00\x00
MID_GR_Hortensia_A_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nSí, tienes cara de estar casado y con un hijo.\n¿O quizá dos?\x0E\x04\x00\x00
MID_GR_Hortensia_A_#004	\x0E\x03\x02\x08\x06クロム\nHum, eso no es mera capacidad de observación.\nA ver, confiesa: ¿quién te lo ha contado?\x0E\x04\x00\x00
MID_GR_Rosado_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08ロサード\nTu fuerza salta a la vista, Chrom, pero ese toque\nrefinado de la realeza te hace encantador.\x0E\x04\x00\x00
MID_GR_Rosado_C_#002	\x0E\x03\x02\x08\x06クロム\n¿Eso piensas? Porque no suelo recibir\ncumplidos de ese tipo.\x0E\x04\x00\x00
MID_GR_Rosado_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08ロサード\nIba a repasar un poco lo que llevo estudiado,\npero voy regular. ¿Me echas una mano, Chrom?\x0E\x04\x00\x00
MID_GR_Rosado_B_#002	\x0E\x03\x02\x08\x06クロム\nLos estudios nunca se me dieron tan bien como\na mi hermana mayor, pero algo aprendí. A ver...\x0E\x04\x00\x00
MID_GR_Rosado_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08ロサード\nQué espada tan bonita. Cuando la miro,\ntengo la sensación de que todo es posible.\x0E\x04\x00\x00
MID_GR_Rosado_A_#002	\x0E\x03\x02\x08\x06クロム\n¿Verdad que sí? La Falchion es legendaria.\nSe dice que perteneció al Rey Heroico.\x0E\x04\x00\x00
MID_GR_Rosado_A_#003	\x0E\x03\x02\x08\x06クロム\nEse optimismo que infunde me guio durante\nla guerra, y ahora está a tu servicio.\x0E\x04\x00\x00
MID_GR_Rosado_A_#004	\x0E\x03\x02\x0A\x08ロサード\nEs lo más adorable que te he oído decir jamás,\nChrom. ¡Me encanta!\x0E\x04\x00\x00
MID_GR_Goldmary_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nSé que me observabas en la última batalla.\nLamento que mi increíble destreza te distrajera.\x0E\x04\x00\x00
MID_GR_Goldmary_C_#002	\x0E\x03\x02\x08\x06クロム\nNo me distraías; estaba pensando que tus dotes\nnos habrían venido de maravilla a los Custodios.\x0E\x04\x00\x00
MID_GR_Goldmary_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nMe crie entre los mejores baños termales\nde Elusia. ¿En tu mundo también hay?\x0E\x04\x00\x00
MID_GR_Goldmary_B_#002	\x0E\x03\x02\x08\x06クロム\nSí. De hecho, los resurrectos, unos engendros,\nnos atacaron en uno de ellos.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nPese a que rozo la perfección,\nconsidero importante esforzarse por mejorar.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#002	\x0E\x03\x02\x08\x06クロム\nMe parece una posición acertada, Goldmary.\n¿Te gustaría entrenar con Robin y conmigo?\x0E\x04\x00\x00
MID_GR_Goldmary_A_#003	\x0E\x03\x02\x08\x06クロム\nSomos un poco estrictos, pero ya verás\ncomo al final acabas derruyendo muros.\x0E\x04\x00\x00
MID_GR_Goldmary_A_#004	\x0E\x03\x02\x0E\x0Cゴルドマリー\n¡¿Derruyendo muros?! No veo en qué sentido\npuede quedar elegante, pero de acuerdo.\x0E\x04\x00\x00
MID_GR_Misutira_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0C\nミスティラ\nDicen que dirigías un grupo de soldados,\n¡igualito que yo! Esto se merece una canción.\x0E\x04\x00\x00
MID_GR_Misutira_C_#002	\x0E\x03\x02\x08\x06クロム\n¿Una canción? Um... gracias. Cuando termines,\ncuéntame la historia de tus soldados.\x0E\x04\x00\x00
MID_GR_Misutira_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0C\nミスティラ\nTus Custodios combatían a los resurrectos;\nmis Centinelas, a las aberraciones. ¡Lo mismo!\x0E\x04\x00\x00
MID_GR_Misutira_B_#002	\x0E\x03\x02\x08\x06クロム\nSí, pero, para desplegar tropas por todo Solm,\nse requieren muchos más efectivos.\x0E\x04\x00\x00
MID_GR_Misutira_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0C\nミスティラ\nLos Centinelas me han enseñado que debo ser\nuna reina fuerte para proteger a mi pueblo.\x0E\x04\x00\x00
MID_GR_Misutira_A_#002	\x0E\x03\x02\x08\x06クロム\nSé lo que se siente. Yo dirigía a los Custodios\nal tiempo que atendía mis obligaciones reales.\x0E\x04\x00\x00
MID_GR_Misutira_A_#003	\x0E\x03\x02\x08\x06クロム\nMis amigos y yo luchamos juntos hasta el final,\ny ahora pongo mi fuerza a tu entera disposición.\x0E\x04\x00\x00
MID_GR_Misutira_A_#004	\x0E\x03\x02\x0C\nミスティラ\nMe reconforta tener a alguien capaz de ponerse\nen mi piel. ¡Esto da para componer una canción!\x0E\x04\x00\x00
MID_GR_Merin_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06メリン\nLes agradezco la ayuda a ambos. Me encantaría\naprender sobre la fauna de su mundo.\x0E\x04\x00\x00
MID_GR_Merin_C_#002	\x0E\x03\x02\x08\x06クロム\nPues había pegasos y caballos, como en el tuyo.\nAh, y taguel, que se transforman en conejos...\x0E\x04\x00\x00
MID_GR_Merin_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06メリン\n¿Aquellos taguel de los que me hablaste\ntienen orejas de conejo? ¡Fascinante!\x0E\x04\x00\x00
MID_GR_Merin_B_#002	\x0E\x03\x02\x08\x06クロム\nTambién había unos dragones, los manaketes.\nY resurrectos, aunque no eran exactamente...\x0E\x04\x00\x00
MID_GR_Merin_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06メリン\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06メリン\nMis dos hermanos mayores son caballeros.\nEllos me inspiraron a seguir sus pasos.\x0E\x04\x00\x00
MID_GR_Merin_A_#002	\x0E\x03\x02\x08\x06メリン\nSé que tú tenías una hermana mayor.\n¿También querías ser como ella?\x0E\x04\x00\x00
MID_GR_Merin_A_#003	\x0E\x03\x02\x08\x06クロム\nNo exactamente, pero aún hoy lucho\npara mantener vivos sus sueños y su gentileza.\x0E\x04\x00\x00
MID_GR_Merin_A_#004	\x0E\x03\x02\x08\x06クロム\nHaré todo lo que esté en mi poder para cumplir\nsus deseos de paz, incluso en este mundo.\x0E\x04\x00\x00
MID_GR_Panetone_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08パネトネ\nImagino que tu condición noble requiere\nun uso refinado del lenguaje.\x0E\x04\x00\x00
MID_GR_Panetone_C_#002	\x0E\x03\x02\x08\x06クロム\nNo sé qué decirte. Mi hermana no lo hizo jamás.\x0E\x04\x00\x00
MID_GR_Panetone_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08パネトネ\nEn mi afán por llevar una vida modélica,\nquerría aprender sobre las damas de tu mundo.\x0E\x04\x00\x00
MID_GR_Panetone_B_#002	\x0E\x03\x02\x08\x06クロム\nPuedo hablarte de mis hermanas, aunque\nla menor tenía un carácter bastante relajado.\x0E\x04\x00\x00
MID_GR_Panetone_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パネトネ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08パネトネ\nAdemás de formar parte de los Centinelas,\nrindo vasallaje a mi señora.\x0E\x04\x00\x00
MID_GR_Panetone_A_#002	\x0E\x03\x02\x0A\x08パネトネ\nDesearía fortalecerme para brindar protección\na ella y a mi pueblo. Te ruego que me entrenes.\x0E\x04\x00\x00
MID_GR_Panetone_A_#003	\x0E\x03\x02\x08\x06クロム\nMe recuerdas a mí. Yo también deseaba\nser más fuerte para defender a los demás.\x0E\x04\x00\x00
MID_GR_Panetone_A_#004	\x0E\x03\x02\x08\x06クロム\nSiempre he luchado con ese objetivo grabado\na fuego. Haré todo lo posible para ayudarte.\x0E\x04\x00\x00
MID_GR_Fogato_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0C\nフォガート\nDe modo que tú también dirigías un ejército\nde milicianos... ¡Tenemos que ser amigos!\x0E\x04\x00\x00
MID_GR_Fogato_C_#002	\x0E\x03\x02\x08\x06クロム\nVeo que eres un príncipe aún más relajado\nque yo. Mejor que mejor.\x0E\x04\x00\x00
MID_GR_Fogato_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nCuando escucho anécdotas de los Centinelas,\nañoro a los amigos de mi mundo.\x0E\x04\x00\x00
MID_GR_Fogato_B_#002	\x0E\x03\x02\x0C\nフォガート\nTe refieres a los Custodios, ¿no? Sería genial\nsi nos pudiéramos juntar a hacer una fiesta.\x0E\x04\x00\x00
MID_GR_Fogato_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0C\nフォガート\n¡Parece que cada vez nos entendemos mejor!\nHe entrenado duro para apoyar a Timerra.\x0E\x04\x00\x00
MID_GR_Fogato_A_#002	\x0E\x03\x02\x08\x06クロム\nCómo me recuerdas a mí... Has hecho un gran\nesfuerzo para ayudarla a ascender al trono.\x0E\x04\x00\x00
MID_GR_Fogato_A_#003	\x0E\x03\x02\x08\x06クロム\nMi hermana resultó herida y perdió su posición\nde mando. No permitiré que pases por lo mismo.\x0E\x04\x00\x00
MID_GR_Fogato_A_#004	\x0E\x03\x02\x0C\nフォガート\nCon todo lo que habrás sufrido, me asombra\nlo mucho que te preocupas por los demás.\x0E\x04\x00\x00
MID_GR_Pandoro_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08パンドロ\n¡Chrom! Emblema y Venerable al mismo tiempo.\n¡Qué ídolo! ¿Puedo ofrecerte una plegaria?\x0E\x04\x00\x00
MID_GR_Pandoro_C_#002	\x0E\x03\x02\x08\x06クロム\nNo hay necesidad. Dudo que sirva de gran cosa.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nMi hermana menor también pertenecía al clero\ny tenía tu vivacidad. Se habrían llevado bien.\x0E\x04\x00\x00
MID_GR_Pandoro_B_#002	\x0E\x03\x02\x0A\x08パンドロ\nSiendo pariente tuya, debe ser buena gente.\nSi estuviera aquí, ¡le organizaría un fiestón!\x0E\x04\x00\x00
MID_GR_Pandoro_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08パンドロ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x0A\x08パンドロ\n¿En tu mundo también hay un Dragón Divino?\n¿Y es como el del nuestro?\x0E\x04\x00\x00
MID_GR_Pandoro_A_#002	\x0E\x03\x02\x08\x06クロム\nLo cierto es que no. Podría considerarse\nmás bien un dogma de fe; algo intangible.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#003	\x0E\x03\x02\x08\x06クロム\nPor lo visto, solo el nombre une a los Dragones\nDivinos de mundos y tiempos distintos.\x0E\x04\x00\x00
MID_GR_Pandoro_A_#004	\x0E\x03\x02\x0A\x08パンドロ\nYa. A saber si pasa lo mismo con los Dragones\nCaídos... ¡Hay muchas historias para comparar!\x0E\x04\x00\x00
MID_GR_Bonet_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x06\x04ボネ\nEse azul tan llamativo te da más presencia\nde postre que de platillo principal.\x0E\x04\x00\x00
MID_GR_Bonet_C_#002	\x0E\x03\x02\x08\x06クロム\n¿Es eso un cumplido? Y, en tal caso, ¿quieres\nque te describa también el color de Robin?\x0E\x04\x00\x00
MID_GR_Bonet_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x06\x04ボネ\nNecesito comprobar si los anillos y brazaletes\nEmblema saben distinto. ¿Puedo lamer el tuyo?\x0E\x04\x00\x00
MID_GR_Bonet_B_#002	\x0E\x03\x02\x08\x06クロム\n¿Cómo? ¡Ni hablar! ¡Robin sigue ahí dentro!\nDe verdad, lo tuyo es un caso aparte.\x0E\x04\x00\x00
MID_GR_Bonet_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ボネ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x06\x04ボネ\nQuisiera reabrir el mesón de mis padres\nalgún día, aunque he de mejorar para ello.\x0E\x04\x00\x00
MID_GR_Bonet_A_#002	\x0E\x03\x02\x08\x06クロム\nAh, eres cocinero... Con razón te obsesionan\ntanto la presentación y los sabores.\x0E\x04\x00\x00
MID_GR_Bonet_A_#003	\x0E\x03\x02\x06\x04ボネ\nPara elaborar un platillo inspirado en tu vínculo\ncon Robin, debo probar el brazalete. ¿Puedo?\x0E\x04\x00\x00
MID_GR_Bonet_A_#004	\x0E\x03\x02\x08\x06クロム\n¿Qué tal si nos centramos mejor en combatir?\nAsí podremos restablecer la paz y el mesón.\x0E\x04\x00\x00
MID_GR_Anna_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06アンナ\n¡Bienvenido! Aún estoy montando el puesto.\n¡Qué impaciente, haciendo fila fuera de horas!\x0E\x04\x00\x00
MID_GR_Anna_C_#002	\x0E\x03\x02\x08\x06クロム\nAnna... ¿eres tú? No, imposible.\nSerán imaginaciones mías.\x0E\x04\x00\x00
MID_GR_Anna_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06アンナ\nHe oído que tienes tendencia a destrozar cosas.\n¡Nada de compras hasta que refuerce el puesto!\x0E\x04\x00\x00
MID_GR_Anna_B_#002	\x0E\x03\x02\x08\x06クロム\nCalma, que no voy a romper nada\nsolo por mirar. O eso espero...\x0E\x04\x00\x00
MID_GR_Anna_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アンナ\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06アンナ\nTú tenías hermanas, ¿verdad, Chrom?\n¿No las extrañas?\x0E\x04\x00\x00
MID_GR_Anna_A_#002	\x0E\x03\x02\x08\x06クロム\nLas llevo en el corazón, pero sé que,\ncuando cumpla mi misión, volveré a verlas.\x0E\x04\x00\x00
MID_GR_Anna_A_#003	\x0E\x03\x02\x08\x06アンナ\nEso está bien. A veces me pregunto\nqué tal está todo el mundo y si piensan en mí.\x0E\x04\x00\x00
MID_GR_Anna_A_#004	\x0E\x03\x02\x08\x06クロム\nSe hace duro tener lejos a los hermanos.\nCuando te sientas sola, acude a Robin y a mí.\x0E\x04\x00\x00
MID_GR_Jean_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nIncluso para tu edad, qué pequeñín y delicado\neres... Me recuerdas a mi hermana menor.\x0E\x04\x00\x00
MID_GR_Jean_C_#002	\x0E\x03\x02\x08\x06ジャン\nDe "pequeñín", nada. ¡Estoy en fase de\ncrecimiento! Ya verás qué pronto te alcanzo.\x0E\x04\x00\x00
MID_GR_Jean_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nTienes un gran talento para la medicina, Jean.\nSeguro que Robin también se asombra.\x0E\x04\x00\x00
MID_GR_Jean_B_#002	\x0E\x03\x02\x08\x06ジャン\nMe gustaría hablar con tu estratega. Seguro\nque aprendo cosas sobre medicina de guerra.\x0E\x04\x00\x00
MID_GR_Jean_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ジャン\x021\n\x0E\x03\x00\x0C\x06クロム\x022\n\x0E\x03\x02\x08\x06クロム\nUno de mis compañeros elaboraba remedios\nsencillos, pero tu técnica es extraordinaria.\x0E\x04\x00\x00
MID_GR_Jean_A_#002	\x0E\x03\x02\x08\x06ジャン\n¿De verdad? Medicina de otro mundo...\nMe mata la curiosidad: ¿qué hierbas utilizaba?\x0E\x04\x00\x00
